,branchNumber,type,openDate,id,iban,balance,currency,cust_id
617,607,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c242b326-923a-48d7-85b5-ea84974573c4,,10757.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_27472eb8-8b64-4ca9-82df-c027964608db
618,1844,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7eab8af7-fc62-4cae-a109-30507dd8a231,,21694.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5734010e-6661-4632-a928-16c6f85d17d0
619,1844,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1e366746-bca6-49c9-b25d-5d5ed709a697,,18858.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5734010e-6661-4632-a928-16c6f85d17d0
620,328,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_dfb04e0a-e529-4804-97fc-0644059f4f94,,470.38,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_545da59c-fc4f-4122-902b-8774764ed9ee
621,328,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_120994d6-5558-4b35-af49-d2ffa8490341,,4794.9,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_545da59c-fc4f-4122-902b-8774764ed9ee
622,328,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f95d8379-9109-4b9f-82d6-a0d63f859daf,,1245.09,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a2e21360-fcde-4ae2-b971-7a11d6d28e20
623,328,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cb341cf5-c5f0-46a8-9389-c8322d84f862,,4458.3,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a2e21360-fcde-4ae2-b971-7a11d6d28e20
624,658,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_19707689-d427-4880-9349-ea5a0e8b6b63,,26.53,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5a228d8f-2b94-4792-bb48-0be996820b8b
625,658,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5d37b519-05ba-4301-a3a2-86ba27f269da,,61.82,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5a228d8f-2b94-4792-bb48-0be996820b8b
626,241,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9257d584-b431-4aa1-91a7-b52947db5ab8,,40260.07,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6cf0b219-b50d-4bc1-8cd8-f670a611ec5c
627,241,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_00252299-c209-45ce-9c48-4cdcb13c387d,,34543.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6cf0b219-b50d-4bc1-8cd8-f670a611ec5c
628,153,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_594d4db0-8246-4bba-8dfa-2c35eca10802,,-20710.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4698be6-e2cd-43df-b15e-fe5c09e8f3d6
629,153,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_809cd9ad-4612-4f95-aa44-4c3f6e3919ea,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4698be6-e2cd-43df-b15e-fe5c09e8f3d6
630,12934,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6f8630f9-c504-4141-9f15-35aa1112497a,,4552.78,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_38024128-a5f1-4e64-a861-6a502a299889
631,12934,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7da463ab-79a1-46a9-98ec-d9a8fcc4ca76,,19187.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_38024128-a5f1-4e64-a861-6a502a299889
632,197,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_453df43a-e9ef-4a36-8104-3de104a96f9d,,12835.27,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_aa50b617-6625-4757-930e-79d98d1229f4
633,197,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8d64a02c-23d9-498d-b38a-e78411df2b0f,,7373.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_aa50b617-6625-4757-930e-79d98d1229f4
634,197,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6c61cd5d-f78b-4158-b303-3e04c5fde9c6,,1868.85,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_76e4b712-2ac5-4830-b75e-912d992327ab
635,197,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_68c9e986-c07c-40d5-93b9-a27100683c38,,3793.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_76e4b712-2ac5-4830-b75e-912d992327ab
636,231,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_26b835c2-5931-42c1-90de-5054140bc1b5,,-3409.21,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bedab34b-3113-4cba-998f-d33679bb2cc8
637,231,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a4e7aa22-b903-4d86-9c55-a63f6152d04f,,39799.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bedab34b-3113-4cba-998f-d33679bb2cc8
638,1592,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_390c4083-4e49-47a2-9910-48e85c9f9cf2,,2172.15,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ae591f72-dc76-4188-b236-0b90f2f54e8c
639,1592,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_54336076-75fa-4f3f-9707-c9f38f3e34b7,,8407.76,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ae591f72-dc76-4188-b236-0b90f2f54e8c
640,1952,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3d0690e2-539b-4d10-ae9f-0a16921c8bad,,19662.33,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cea806d1-3f00-43b8-b31a-8ddba602dfee
641,1952,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4175993-a400-4627-9414-b4c9d30f4d3c,,89061.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cea806d1-3f00-43b8-b31a-8ddba602dfee
642,335,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4f446b4d-4793-4084-81da-eb1cef5c1d94,,6917.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_24daf6e6-7a68-4827-a768-55f8fb1feea9
643,335,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6557a680-cca9-4be5-b1e9-a81fa8462795,,3813.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_24daf6e6-7a68-4827-a768-55f8fb1feea9
644,241,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4fa942cc-c185-4381-9d94-12957c63d3dd,,8323.25,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_813bd3e4-132f-41f9-a4b5-c2af5631cafd
645,241,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6d17c3ff-1660-4dcb-810c-af2ca9a01f31,,7930.24,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_813bd3e4-132f-41f9-a4b5-c2af5631cafd
646,241,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e8d1bea5-74d2-4fa9-a1f5-f3e50d420bba,,6745.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f6bdfb09-a5d7-4066-a4d6-d8fbf61a9ea3
647,241,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_185320c3-d1c4-43a8-aa00-7bb44431c589,,7760.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f6bdfb09-a5d7-4066-a4d6-d8fbf61a9ea3
648,320,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c6433585-5ac3-42cc-89e9-4802c015a80d,,21696.54,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8d1cc6c3-8852-4dfd-b2c1-08e4e08357ca
649,320,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_be3253b9-26a8-4f7d-9d7e-2186142ff9c2,,21156.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8d1cc6c3-8852-4dfd-b2c1-08e4e08357ca
650,13852,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_07609819-3c56-4f47-b8d7-473b139f93d1,,17609.18,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4122b62-86f7-40fd-840d-1ec9ba23e1fd
651,13852,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6d227f2d-cbe4-477b-ba40-ca0c730a7a2c,,12740.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c4122b62-86f7-40fd-840d-1ec9ba23e1fd
652,1988,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9ceff2ac-86df-43b0-89e7-3f583b62aa36,,42817.67,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7f4a8e97-f446-43ad-8e07-cc0c36824bba
653,1988,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_80205002-bbf3-45aa-ae95-c05607bc7650,,22829.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7f4a8e97-f446-43ad-8e07-cc0c36824bba
654,1988,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1402bda7-850f-4e7b-9ed1-aee801fa8423,,8566.02,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9a577061-dcb4-4c27-a8f9-442afe009c42
655,1988,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ac6f330a-4423-497d-80f8-f7f631969ae4,,15103.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9a577061-dcb4-4c27-a8f9-442afe009c42
656,15016,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_af169f6d-67ae-4e93-b414-fce5a1eb3250,,1443.67,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7b3b7f0d-1773-4f9b-8db1-4653c1fd0dcd
657,15016,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_24b2f658-13d2-4663-bc49-c2ec560bbd06,,6260.32,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7b3b7f0d-1773-4f9b-8db1-4653c1fd0dcd
658,251,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_df97cff4-07ad-4503-b92a-5390ec91d86b,,54173.55,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_313d760e-ff04-4790-9d94-3be603e42c6d
659,251,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c394ee6c-f43f-44f8-a5cc-c044bd3fb037,,36714.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_313d760e-ff04-4790-9d94-3be603e42c6d
660,1800,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cbe5913d-daa8-41d1-a311-194cc7f659fe,,23.21,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_52140c3f-3223-4bf8-8407-c9fbe3cacae2
661,1800,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_53214236-4aba-4764-8c2c-389a75d6ea83,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_52140c3f-3223-4bf8-8407-c9fbe3cacae2
662,1544,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9ce56867-d783-40dc-ba4f-5157085fd538,,12421.41,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f2b7a6b8-ae01-4f2a-9a4e-bb9b11a5b5b0
663,1544,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_aaeeba3f-1f9e-435e-8a88-f80a5e07097f,,15257.88,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f2b7a6b8-ae01-4f2a-9a4e-bb9b11a5b5b0
664,540,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f7da8d9f-2406-4645-b292-69b3af2283fc,,-10795.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_23a12106-b660-4e7a-9806-c5efc8efd990
665,540,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_bcf6eeeb-bcf9-4aa6-a71d-a3eee65b0aca,,23535.44,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_23a12106-b660-4e7a-9806-c5efc8efd990
666,1304,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_10fecae9-b14d-4676-8494-529abcde6142,,9407.66,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9540c981-ee38-4232-b405-a212db5b4b72
667,1304,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_97001b44-2ee1-442b-908b-da70b4b22316,,5486.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9540c981-ee38-4232-b405-a212db5b4b72
668,12082,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fbe3723a-4b25-4e7f-aa7a-ad99e2a316ad,,21399.23,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8f47e887-ab21-4e30-8090-e4dd81f531e5
669,12082,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_982a3e2e-d3c0-4901-9b57-5fb2722934ea,,15015.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8f47e887-ab21-4e30-8090-e4dd81f531e5
670,1552,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6eefcd0c-758c-4561-bffa-a0fd636878f5,,16405.76,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ff86cbd4-73ee-44bd-8942-a1240c5106db
671,1552,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_490c025d-043d-4ccf-b769-2e47e9a19334,,16253.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ff86cbd4-73ee-44bd-8942-a1240c5106db
672,231,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c759d835-39ce-4444-a90d-0abd88425dd4,,14214.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8ec1fa05-f15b-4f8f-93ad-26a2c581a1a5
673,231,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4b43eba1-c15f-436a-b09b-54606aa37621,,35893.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8ec1fa05-f15b-4f8f-93ad-26a2c581a1a5
674,1736,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b572a228-d85b-42e8-b95e-03f6ef9915bb,,35194.83,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_acd854ea-fd42-4112-bcd3-b6fe5165d215
675,1736,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8b6b7d04-0386-414b-9de3-4b3a726c8e36,,18845.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_acd854ea-fd42-4112-bcd3-b6fe5165d215
676,1552,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6be814a5-b148-47a2-9b5d-b6e74908ca6f,,1336.43,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b6216184-9070-4267-a008-86406c49a221
677,1552,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3753d3d5-5662-4d14-975f-e198651b2878,,4390.58,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b6216184-9070-4267-a008-86406c49a221
678,1790,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d0811085-96ab-4c8b-8367-22e9b0de78db,,1082.71,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3df01a7-4cd6-4155-9d55-e3f23a52bcc7
679,1790,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2db39ef2-2823-4f93-a0ff-c54569f8775b,,2904.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3df01a7-4cd6-4155-9d55-e3f23a52bcc7
680,375,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e1008ff9-1e5b-489f-9b2d-e8782aac1606,,22108.47,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a715eb84-ef0a-410a-a19e-d534ccd93c6e
681,375,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_617e6cc6-4956-47a5-adfb-29f8916b2de9,,17116.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a715eb84-ef0a-410a-a19e-d534ccd93c6e
682,1988,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c9fcf0ee-0408-4287-8c96-2c741c2be08f,,43467.39,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1f3744c4-383c-4835-b32d-5343981a22f0
683,1988,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d0512dcd-8ed5-42a0-8eae-b811ccbd7432,,31348.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_1f3744c4-383c-4835-b32d-5343981a22f0
684,12997,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a4efc4e2-4dd5-473e-82f2-0cadf9ad02ee,,2781.26,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f5ac4049-37eb-46ef-a6a6-347d2c3f176d
685,12997,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d3840bc2-74a5-4d4e-b725-735c8ca643b3,,13183.34,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f5ac4049-37eb-46ef-a6a6-347d2c3f176d
686,1760,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_31c9ff48-3f43-4322-87ed-abe1c02491f9,,7313.36,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a272baf9-9a3d-4e72-9ea5-465fe6c08a24
687,1760,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0e013692-0161-4978-ae8e-355a3b6be515,,6448.74,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a272baf9-9a3d-4e72-9ea5-465fe6c08a24
688,1824,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_65de5445-c463-4cf6-916c-ba4cd15e05d4,,19893.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f0cbdefb-6bea-44dc-817e-2eeb88d0baa7
689,1824,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e6684839-a582-4013-8d45-a96b7f4b1ce7,,11318.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f0cbdefb-6bea-44dc-817e-2eeb88d0baa7
690,573,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d2522fbc-eac6-4fd8-a05a-c514145fdeee,,-1309.83,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fd4a1f5a-da47-4a94-8807-e2e02687a846
691,573,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b6e71457-76c8-4b17-844a-792e0850904f,,45324.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fd4a1f5a-da47-4a94-8807-e2e02687a846
692,507,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_30f31d5b-666e-49af-88a1-07aa1bea6b1a,,97681.21,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_70bd3f66-dc23-4b0c-9188-cd7a0dee0c66
693,507,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6b1f012b-c981-4be4-ba92-f914cb882818,,61224.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_70bd3f66-dc23-4b0c-9188-cd7a0dee0c66
694,1552,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d19b247b-8863-43a1-bc96-5d6cc9fb8456,,17769.34,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6ab91af1-6f03-4709-b433-9607b05ad5a1
695,1552,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8c8e0d24-1bf6-4c68-ba00-4586c9ba7708,,9592.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6ab91af1-6f03-4709-b433-9607b05ad5a1
696,12493,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_2bcd1db8-7940-4524-85b6-444500c00436,,-634.78,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6a1e6f73-fae7-449f-b03c-7d05e325aea6
697,12493,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_aeb43253-1528-4278-9498-f4556ae4823d,,48093.76,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6a1e6f73-fae7-449f-b03c-7d05e325aea6
698,1828,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6e28dcad-053f-4452-95a6-0f443c5ef3ec,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a97e8002-e27a-4b2e-827c-c9edbb99207c
699,1828,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4745222f-31b1-46ca-a704-106ded48167f,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a97e8002-e27a-4b2e-827c-c9edbb99207c
700,1223,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_94f31890-7f49-4644-ae5e-9194fdb0dd21,,-5248.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_afa8dcca-e402-4b9c-b6fb-e3d5f84103cb
701,1223,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_aa6f4bd6-6dde-4c8c-9a15-3b7521eeb247,,36566.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_afa8dcca-e402-4b9c-b6fb-e3d5f84103cb
702,265,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ba5bf0e4-0af9-4f10-9fb9-9b6b5eb38bb0,,19325.13,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3d9b42a4-9404-4b2f-be76-d42be55b3cea
703,265,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_928a96ac-edcf-4f23-821a-2cdbbe432a60,,14500.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3d9b42a4-9404-4b2f-be76-d42be55b3cea
704,1864,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_dddf270c-d958-42d5-b834-8096c6476e27,,6749.45,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d508823a-dc09-46ae-8529-4ce59b102ae0
705,1864,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa08bc54-731d-4289-ae7a-0682b638e5de,,3900.18,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d508823a-dc09-46ae-8529-4ce59b102ae0
706,1736,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1248b648-8f96-4cec-9bba-7e5f3ce75248,,3885.35,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3595a914-d3ad-412c-841c-69b7349ce779
707,1736,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_42677ca7-8780-4572-864a-4d4333307ecd,,24667.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3595a914-d3ad-412c-841c-69b7349ce779
708,1864,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5e8342f8-efcc-433e-b7c3-230f02c44a37,,2904.83,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_62d5c5a6-f2a5-461b-aaf2-8f01c110c4e3
709,1864,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_16988933-65ca-49ac-ab90-f5a98a47bfbb,,2070.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_62d5c5a6-f2a5-461b-aaf2-8f01c110c4e3
710,1967,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1ac9a2b7-7fe7-4390-838a-934ac5795eec,,94798.45,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bcab1703-d13f-49c8-986d-4e4c223b8ec1
711,1967,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_32c2525e-44c5-4e7f-b07e-b008e42d8d17,,49857.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_bcab1703-d13f-49c8-986d-4e4c223b8ec1
712,241,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b5bb6f31-e2b1-4dbf-b6eb-8eaed930f897,,30251.49,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_56e6bdc3-62b4-46d5-9a0f-ab4aea0370f3
713,241,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b2a5ca19-b2e1-498f-a168-6c51769f612e,,21108.36,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_56e6bdc3-62b4-46d5-9a0f-ab4aea0370f3
714,12934,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1115ba79-4859-415f-a901-1ed51c77f75d,,2920.85,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0dff691b-ffab-4a12-a6ca-e647d28c8b00
715,12934,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4f0e8573-d853-49b1-9cf4-8763ebb6a829,,1490.38,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0dff691b-ffab-4a12-a6ca-e647d28c8b00
716,12831,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_57f83a7e-bfcc-4096-afae-46860b321a55,,12430.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a2a6627e-c51e-49e9-a1c9-2d74a5daf354
717,12831,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f3cd88cb-96a6-4526-94e5-f0004dab5466,,13566.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a2a6627e-c51e-49e9-a1c9-2d74a5daf354
718,1337,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_88b4f8e5-f9e2-4d10-b541-3c056dffac35,,608.29,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1416396-1619-4320-a5c1-9e3a66b37c77
719,1337,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_b64c40be-73b5-47d2-a934-f2e9c6e5a543,,6472.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1416396-1619-4320-a5c1-9e3a66b37c77
720,1246,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa56dea8-25bf-4415-8a2a-602e5fc8b359,,28.96,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_53edf585-76cd-4f4c-90bf-d61cdb40269d
